user_id,persona_type,gender,age,province,city,tenure_months,arpu_yuan,data_usage_gb,call_minutes,current_plan,device,preferred_channel,interested_features,satisfaction,churn_risk,interaction_count,last_interaction_days
CM000328,家庭用户,女,43,辽宁,鞍山,100,215.3,17.1,597,全球通188元,小米14,网上营业厅,亲情号码|儿童手表|宽带融合,一般,中低风险,18,38
CM000329,蓝领工人,女,33,陕西,西安,41,77.49,18.4,596,全球通188元,华为Mate 60,APP,语音优惠|老乡号码|务工套餐,非常满意,中高风险,19,4
CM000330,潮流青年,女,17,甘肃,白银,106,111.29,75.7,157,全球通188元,Redmi Note 12,微信公众号,音乐畅听|视频会员|流量不限量,非常满意,中低风险,12,2
CM000331,银发一族,男,72,新疆,伊犁,151,40.95,3.3,491,动感地带校园版,iPhone SE,APP,大字版APP|语音畅聊包|健康监测,满意,低风险,12,3
CM000332,家庭用户,男,48,西藏,山南,26,149.4,51.7,648,移动畅享套餐,OPPO Find X6,APP,儿童手表|家庭共享套餐|智能家居,不满意,高风险,8,14
CM000333,家庭用户,女,38,河南,洛阳,68,126.04,41.4,731,神州行38元,iPhone 14,网上营业厅,家庭共享套餐|亲情号码|宽带融合,满意,中低风险,21,85
CM000334,家庭用户,男,35,河南,郑州,91,224.76,25.1,250,神州行38元,iPhone SE,短信营业厅,儿童手表|家庭共享套餐|亲情号码,不满意,中风险,18,40
CM000335,学生群体,女,14,河南,南阳,174,53.47,78.7,98,全球通288元,realme GT5,网上营业厅,兼职通话|校园流量包|学习APP免流,满意,低风险,6,35
CM000336,学生群体,女,22,天津,和平区,217,52.77,37.6,109,神州行38元,荣耀Magic6,营业厅,假期短号|夜间流量|学习APP免流,满意,高风险,18,91
CM000337,学生群体,女,17,江西,南昌,28,52.93,75.0,34,5G融合套餐299,小米14,微信公众号,学习APP免流|兼职通话|假期短号,满意,中风险,11,8
CM000338,家庭用户,男,47,四川,宜宾,82,157.16,13.6,381,移动畅享套餐,小米13,短信营业厅,儿童手表|宽带融合|家庭共享套餐,非常不满意,中高风险,15,29
CM000339,商务精英,男,32,天津,河西区,197,476.55,53.6,1723,全球通188元,vivo X100,微信公众号,云存储|5G极速套餐|商务彩铃,一般,低风险,4,22
CM000340,商务精英,女,35,贵州,毕节,80,522.8,94.9,611,全球通128元,OPPO Find X6,10086热线,商务彩铃|国际漫游|云存储,非常满意,中风险,4,60
CM000341,家庭用户,男,32,吉林,通化,130,229.68,38.0,580,5G融合套餐299,iPhone SE,营业厅,宽带融合|亲情号码|家庭共享套餐,非常不满意,低风险,29,44
CM000342,银发一族,女,80,辽宁,锦州,71,54.21,0.9,544,神州行38元,荣耀Magic6,微信公众号,健康监测|紧急呼叫|语音畅聊包,满意,中风险,16,105
CM000343,家庭用户,女,44,西藏,山南,199,177.46,30.0,211,5G融合套餐299,荣耀Magic6,营业厅,亲情号码|智能家居|儿童手表,一般,中高风险,14,13
CM000344,商务精英,男,37,浙江,宁波,32,262.7,34.0,574,和家庭198,OPPO Find X6,10086热线,国际漫游|云存储|5G极速套餐,满意,中低风险,20,51
CM000345,商务精英,男,43,福建,厦门,215,153.54,28.5,309,5G融合套餐299,华为Mate 60,网上营业厅,企业VPN|国际漫游|5G极速套餐,不满意,中高风险,25,8
CM000346,商务精英,女,48,甘肃,酒泉,163,290.11,42.5,1156,全球通288元,vivo X100,10086热线,企业VPN|国际漫游|5G极速套餐,满意,中低风险,9,0
CM000347,潮流青年,女,17,江苏,苏州,6,120.28,129.0,83,和家庭198,iPhone 15 Pro,短信营业厅,游戏加速|流量不限量|社交免流,不满意,中高风险,20,28
CM000348,潮流青年,女,19,四川,成都,90,86.83,85.6,236,全球通288元,华为Mate 60,短信营业厅,视频会员|流量不限量|音乐畅听,一般,中高风险,24,17
CM000349,潮流青年,女,27,云南,大理,232,125.16,129.8,218,全球通388元,小米14,网上营业厅,视频会员|社交免流|游戏加速,非常满意,高风险,16,70
CM000350,潮流青年,女,27,陕西,咸阳,54,92.39,101.4,185,移动畅享套餐,华为Mate 60,网上营业厅,音乐畅听|流量不限量|社交免流,非常满意,中低风险,28,15
CM000351,潮流青年,女,28,浙江,绍兴,213,59.62,103.3,53,全球通388元,realme GT5,微信公众号,音乐畅听|视频会员|游戏加速,满意,中高风险,9,63
CM000352,学生群体,男,17,吉林,延边,186,41.34,42.9,77,动感地带18元,iPhone SE,10086热线,兼职通话|校园流量包|学习APP免流,一般,中风险,10,10
CM000353,银发一族,男,61,云南,大理,93,54.37,4.8,397,全球通188元,iPhone SE,微信公众号,防诈提醒|大字版APP|语音畅聊包,满意,中低风险,19,39
CM000354,银发一族,男,68,青海,玉树,1,41.21,1.4,583,神州行38元,iPhone 14,营业厅,健康监测|紧急呼叫|语音畅聊包,非常不满意,中风险,26,13
CM000355,家庭用户,男,37,新疆,乌鲁木齐,58,92.82,36.7,547,5G融合套餐299,华为P60,10086热线,儿童手表|宽带融合|亲情号码,不满意,中低风险,11,2
CM000356,潮流青年,男,16,云南,昆明,193,52.02,71.1,241,全球通88元,realme GT5,营业厅,游戏加速|社交免流|视频会员,不满意,中低风险,3,7
CM000357,家庭用户,男,49,江苏,苏州,91,234.2,35.9,501,和家庭198,华为P60,营业厅,家庭共享套餐|儿童手表|亲情号码,一般,中低风险,21,24
CM000358,潮流青年,男,16,湖北,襄阳,112,112.57,80.5,218,全球通288元,realme GT5,APP,流量不限量|社交免流|视频会员,不满意,低风险,8,1
CM000359,家庭用户,男,43,江西,景德镇,64,139.54,32.5,491,移动大流量卡,荣耀Magic6,网上营业厅,亲情号码|儿童手表|宽带融合,不满意,中风险,22,17
CM000360,家庭用户,女,44,江西,景德镇,199,169.13,38.0,382,和家庭168,三星S24,10086热线,宽带融合|亲情号码|智能家居,不满意,中风险,11,12
CM000361,蓝领工人,男,33,宁夏,吴忠,114,83.76,22.4,354,动感地带校园版,小米13,短信营业厅,语音优惠|闲时流量|老乡号码,满意,中低风险,5,23
CM000362,蓝领工人,男,43,吉林,吉林,184,87.84,27.4,453,全球通288元,realme GT5,网上营业厅,老乡号码|闲时流量|视频通话,满意,中低风险,4,17
CM000363,学生群体,女,17,湖北,黄石,97,33.11,29.3,44,全球通188元,华为Mate 60,营业厅,学习APP免流|校园流量包|兼职通话,不满意,中风险,14,3
CM000364,蓝领工人,女,42,陕西,西安,67,97.06,14.1,384,全球通88元,小米13,网上营业厅,老乡号码|语音优惠|闲时流量,满意,中风险,8,41
CM000365,蓝领工人,女,29,青海,海东,112,66.95,37.9,586,神州行38元,华为畅享,短信营业厅,务工套餐|老乡号码|语音优惠,满意,中低风险,8,37
CM000366,潮流青年,男,19,内蒙古,呼和浩特,33,121.8,67.8,72,全球通188元,iPhone SE,短信营业厅,社交免流|流量不限量|游戏加速,一般,中低风险,4,15
CM000367,银发一族,女,62,湖北,黄石,217,50.91,1.7,509,移动大流量卡,小米14,微信公众号,紧急呼叫|防诈提醒|健康监测,非常满意,中高风险,12,78
CM000368,银发一族,女,77,吉林,延边,54,22.59,4.4,547,5G智享套餐,华为P60,短信营业厅,防诈提醒|语音畅聊包|大字版APP,一般,中高风险,27,17
CM000369,学生群体,女,20,广西,玉林,36,44.07,63.0,76,全球通388元,realme GT5,营业厅,假期短号|学习APP免流|夜间流量,满意,中风险,20,14
CM000370,商务精英,女,34,湖南,长沙,65,552.8,49.5,1197,移动大流量卡,vivo X100,10086热线,5G极速套餐|云存储|企业VPN,满意,中低风险,24,22
CM000371,商务精英,男,43,广西,玉林,84,346.89,58.0,1052,全球通88元,iPhone 14,短信营业厅,商务彩铃|企业VPN|国际漫游,非常满意,低风险,11,84
CM000372,家庭用户,女,32,吉林,长春,128,129.73,50.1,554,全球通388元,iPhone 14,APP,儿童手表|亲情号码|宽带融合,非常不满意,低风险,24,28
CM000373,商务精英,男,40,山东,潍坊,113,132.74,86.9,587,全球通288元,iPhone SE,短信营业厅,商务彩铃|国际漫游|云存储,一般,高风险,26,10
CM000374,潮流青年,男,27,四川,宜宾,124,72.93,39.6,134,5G融合套餐299,华为Mate 60,10086热线,社交免流|流量不限量|音乐畅听,一般,中风险,15,6
CM000375,学生群体,男,22,上海,浦东新区,97,45.96,75.6,91,5G智享套餐,iPhone 14,营业厅,假期短号|兼职通话|夜间流量,一般,高风险,28,0
CM000376,潮流青年,男,17,吉林,吉林,240,68.65,72.7,252,全球通188元,realme GT5,微信公众号,音乐畅听|社交免流|流量不限量,一般,高风险,3,7
CM000377,银发一族,女,67,河南,郑州,151,20.62,4.2,420,全球通388元,iPhone SE,网上营业厅,紧急呼叫|语音畅聊包|防诈提醒,非常满意,中低风险,18,36
CM000378,家庭用户,女,36,吉林,吉林,30,138.43,35.1,424,全球通188元,Redmi Note 12,营业厅,亲情号码|智能家居|儿童手表,满意,低风险,20,43
CM000379,商务精英,男,36,海南,琼海,196,250.42,63.6,811,5G智享套餐,vivo X100,短信营业厅,国际漫游|5G极速套餐|企业VPN,满意,低风险,7,15
CM000380,商务精英,女,39,广东,珠海,100,512.13,39.2,815,全球通128元,vivo X100,10086热线,企业VPN|国际漫游|云存储,非常满意,低风险,15,13
CM000381,蓝领工人,女,28,甘肃,天水,29,54.37,11.9,201,全球通188元,vivo X100,APP,语音优惠|视频通话|闲时流量,非常满意,低风险,22,6
CM000382,银发一族,男,75,辽宁,锦州,162,44.8,1.6,285,和家庭168,iPhone SE,10086热线,健康监测|大字版APP|紧急呼叫,非常不满意,中风险,14,24
CM000383,家庭用户,女,50,天津,河北区,10,116.41,27.1,229,移动大流量卡,iPhone 15 Pro,10086热线,家庭共享套餐|宽带融合|儿童手表,一般,中低风险,7,14
CM000384,蓝领工人,女,42,四川,南充,133,57.66,19.9,314,5G融合套餐299,三星S24,短信营业厅,语音优惠|务工套餐|老乡号码,一般,中风险,22,59
CM000385,银发一族,男,59,湖北,荆州,224,51.17,1.9,210,和家庭198,小米13,10086热线,健康监测|紧急呼叫|大字版APP,非常满意,中风险,20,40
CM000386,潮流青年,男,18,福建,漳州,174,105.78,78.4,213,移动大流量卡,realme GT5,网上营业厅,音乐畅听|视频会员|游戏加速,满意,中低风险,15,12
CM000387,蓝领工人,男,29,河南,开封,73,40.93,35.7,407,全球通128元,华为Mate 60,短信营业厅,语音优惠|务工套餐|视频通话,不满意,中风险,10,3
CM000388,商务精英,男,39,重庆,渝中区,135,470.49,63.6,1505,神州行38元,小米13,营业厅,企业VPN|国际漫游|商务彩铃,一般,中低风险,19,0
CM000389,学生群体,女,19,新疆,乌鲁木齐,126,49.99,35.4,140,5G融合套餐299,vivo X100,网上营业厅,校园流量包|学习APP免流|假期短号,一般,中低风险,15,98
CM000390,银发一族,男,71,上海,静安区,162,50.99,3.2,225,移动大流量卡,iPhone 14,10086热线,紧急呼叫|健康监测|大字版APP,一般,中风险,10,25
CM000391,家庭用户,女,37,天津,河西区,38,100.98,57.1,304,移动畅享套餐,iPhone 14,网上营业厅,儿童手表|家庭共享套餐|智能家居,一般,低风险,17,25
CM000392,家庭用户,女,33,江苏,南通,92,154.24,50.8,317,全球通88元,vivo X100,10086热线,智能家居|家庭共享套餐|亲情号码,一般,中风险,8,21
CM000393,商务精英,男,31,广东,珠海,183,288.07,28.1,1432,神州行孝心卡,iPhone SE,APP,云存储|国际漫游|5G极速套餐,满意,中高风险,17,50
CM000394,商务精英,女,36,广东,广州,23,253.45,74.7,869,动感地带校园版,华为畅享,短信营业厅,云存储|商务彩铃|企业VPN,一般,低风险,22,7
CM000395,潮流青年,女,22,内蒙古,鄂尔多斯,175,121.19,134.8,176,神州行孝心卡,OPPO Find X6,APP,社交免流|流量不限量|音乐畅听,一般,低风险,22,13
CM000396,银发一族,女,78,山东,潍坊,2,30.66,4.1,286,移动大流量卡,iPhone 15 Pro,营业厅,紧急呼叫|防诈提醒|大字版APP,满意,高风险,36,0
CM000397,潮流青年,男,27,重庆,九龙坡区,216,111.25,30.8,167,和家庭168,小米14,网上营业厅,流量不限量|音乐畅听|视频会员,不满意,低风险,17,22
CM000398,学生群体,女,19,福建,泉州,214,21.25,29.3,23,5G智享套餐,vivo X100,短信营业厅,学习APP免流|校园流量包|假期短号,一般,中低风险,12,19
CM000399,家庭用户,男,48,西藏,林芝,240,118.03,45.5,356,全球通288元,iPhone 14,10086热线,智能家居|亲情号码|宽带融合,一般,低风险,33,21
CM000400,潮流青年,女,22,山东,济南,45,88.23,119.3,150,移动畅享套餐,华为畅享,营业厅,社交免流|流量不限量|视频会员,满意,低风险,17,60
CM000401,商务精英,男,35,黑龙江,哈尔滨,105,518.7,64.3,1326,神州行孝心卡,华为畅享,APP,5G极速套餐|企业VPN|国际漫游,非常满意,中高风险,7,19
CM000402,商务精英,男,47,贵州,遵义,105,426.84,23.1,1022,5G智享套餐,Redmi Note 12,短信营业厅,云存储|企业VPN|国际漫游,满意,中低风险,25,14
CM000403,商务精英,男,54,河南,洛阳,233,497.23,86.5,927,5G融合套餐299,小米14,APP,5G极速套餐|国际漫游|云存储,满意,中低风险,17,3
CM000404,潮流青年,女,18,青海,德令哈,150,80.98,80.3,153,5G智享套餐,华为P60,网上营业厅,游戏加速|流量不限量|视频会员,不满意,高风险,18,3
CM000405,家庭用户,女,32,内蒙古,呼和浩特,34,112.13,35.7,598,移动大流量卡,vivo X100,短信营业厅,家庭共享套餐|儿童手表|亲情号码,不满意,低风险,16,24
CM000406,商务精英,男,48,湖北,宜昌,68,426.43,47.5,1681,全球通88元,小米14,微信公众号,企业VPN|商务彩铃|5G极速套餐,不满意,低风险,5,36
CM000407,学生群体,男,15,贵州,六盘水,157,46.91,75.1,68,全球通128元,Redmi Note 12,微信公众号,兼职通话|学习APP免流|夜间流量,非常满意,中低风险,6,0
CM000408,家庭用户,女,33,西藏,山南,211,100.78,44.8,206,全球通188元,荣耀Magic6,10086热线,智能家居|亲情号码|儿童手表,满意,低风险,14,77
CM000409,潮流青年,女,25,青海,玉树,104,72.41,79.5,66,5G智享套餐,Redmi Note 12,微信公众号,流量不限量|音乐畅听|游戏加速,非常满意,高风险,1,10
CM000410,潮流青年,女,23,河南,洛阳,161,98.31,96.2,158,和家庭168,realme GT5,短信营业厅,流量不限量|社交免流|音乐畅听,满意,中高风险,8,15
CM000411,学生群体,女,17,广东,深圳,144,35.94,42.5,49,全球通88元,华为Mate 60,短信营业厅,假期短号|校园流量包|夜间流量,满意,低风险,5,15
CM000412,潮流青年,女,22,黑龙江,齐齐哈尔,228,121.01,119.5,291,移动畅享套餐,iPhone 15 Pro,网上营业厅,视频会员|游戏加速|音乐畅听,一般,高风险,5,27
CM000413,银发一族,女,75,山东,济南,192,53.24,4.9,561,全球通88元,荣耀Magic6,微信公众号,大字版APP|紧急呼叫|健康监测,一般,低风险,5,22
CM000414,银发一族,女,58,重庆,渝中区,237,29.56,3.3,218,和家庭168,iPhone 15 Pro,短信营业厅,大字版APP|健康监测|紧急呼叫,一般,中高风险,7,33
CM000415,家庭用户,女,33,浙江,杭州,202,167.37,57.7,333,神州行孝心卡,荣耀Magic6,网上营业厅,智能家居|家庭共享套餐|宽带融合,满意,低风险,13,6
CM000416,潮流青年,女,17,浙江,嘉兴,132,54.37,58.4,271,神州行38元,vivo X100,微信公众号,音乐畅听|游戏加速|视频会员,一般,中风险,7,79
CM000417,潮流青年,男,26,北京,朝阳区,4,124.49,143.6,222,全球通88元,三星S24,短信营业厅,游戏加速|社交免流|视频会员,不满意,高风险,26,7
CM000418,商务精英,女,31,青海,格尔木,125,376.84,56.2,1948,全球通188元,iPhone SE,营业厅,企业VPN|云存储|国际漫游,一般,中低风险,14,0
CM000419,家庭用户,女,39,贵州,毕节,205,218.86,26.1,684,5G融合套餐299,iPhone SE,APP,亲情号码|智能家居|儿童手表,满意,中低风险,8,20
CM000420,商务精英,女,43,河北,唐山,34,137.1,47.2,1765,移动畅享套餐,realme GT5,微信公众号,商务彩铃|企业VPN|5G极速套餐,不满意,中风险,24,15
CM000421,潮流青年,女,24,新疆,喀什,123,116.45,81.5,74,神州行38元,华为P60,APP,视频会员|社交免流|流量不限量,满意,中风险,21,28
CM000422,商务精英,男,38,福建,福州,79,281.12,63.6,441,神州行孝心卡,华为P60,营业厅,云存储|商务彩铃|国际漫游,满意,中低风险,7,2
CM000423,家庭用户,男,34,吉林,长春,153,147.01,49.5,561,全球通88元,华为P60,营业厅,宽带融合|家庭共享套餐|亲情号码,一般,高风险,18,2
CM000424,潮流青年,男,21,贵州,安顺,159,62.4,50.5,114,全球通188元,iPhone SE,APP,视频会员|社交免流|音乐畅听,不满意,中风险,7,18
CM000425,商务精英,女,50,青海,德令哈,138,509.41,39.1,1388,5G智享套餐,OPPO Find X6,APP,云存储|企业VPN|5G极速套餐,一般,中高风险,14,0
CM000426,蓝领工人,男,35,海南,文昌,139,60.52,17.1,386,动感地带18元,小米13,10086热线,视频通话|闲时流量|务工套餐,非常不满意,中低风险,15,8
CM000427,学生群体,男,13,内蒙古,呼和浩特,58,55.46,26.5,22,全球通128元,荣耀Magic6,微信公众号,校园流量包|假期短号|夜间流量,一般,低风险,21,8
CM000428,银发一族,女,80,天津,和平区,190,24.17,4.9,581,全球通128元,vivo X100,营业厅,大字版APP|防诈提醒|语音畅聊包,一般,低风险,12,97
CM000429,家庭用户,女,32,内蒙古,包头,156,99.96,24.5,596,移动畅享套餐,荣耀Magic6,网上营业厅,儿童手表|宽带融合|亲情号码,非常满意,高风险,21,7
CM000430,家庭用户,女,50,重庆,渝中区,188,149.02,28.0,662,5G智享套餐,Redmi Note 12,APP,智能家居|亲情号码|家庭共享套餐,满意,中低风险,16,2
CM000431,蓝领工人,女,22,黑龙江,牡丹江,39,78.62,14.1,416,动感地带校园版,华为畅享,10086热线,语音优惠|务工套餐|视频通话,一般,中低风险,23,12
CM000432,蓝领工人,男,39,西藏,昌都,13,44.55,24.8,317,全球通88元,iPhone 14,短信营业厅,闲时流量|务工套餐|老乡号码,满意,低风险,24,23
CM000433,学生群体,女,21,甘肃,张掖,63,47.09,59.8,42,全球通288元,vivo X100,短信营业厅,学习APP免流|校园流量包|兼职通话,满意,低风险,15,15
CM000434,学生群体,男,16,内蒙古,鄂尔多斯,136,32.61,51.0,45,全球通88元,华为畅享,APP,夜间流量|假期短号|学习APP免流,满意,中低风险,24,36
CM000435,银发一族,男,63,重庆,渝中区,197,29.75,4.4,558,5G融合套餐299,vivo X100,营业厅,防诈提醒|大字版APP|健康监测,满意,低风险,10,9
CM000436,银发一族,男,68,安徽,芜湖,97,39.77,1.0,413,神州行38元,Redmi Note 12,10086热线,大字版APP|紧急呼叫|防诈提醒,不满意,中低风险,14,46
CM000437,潮流青年,女,21,广西,桂林,204,100.97,76.1,187,神州行38元,华为畅享,微信公众号,流量不限量|视频会员|音乐畅听,不满意,中高风险,17,4
CM000438,家庭用户,女,33,山东,临沂,86,132.98,13.1,761,神州行孝心卡,iPhone SE,营业厅,家庭共享套餐|儿童手表|亲情号码,满意,低风险,31,13
CM000439,潮流青年,女,26,海南,琼海,98,96.15,96.3,168,全球通128元,华为畅享,短信营业厅,游戏加速|视频会员|社交免流,不满意,中高风险,6,26
CM000440,银发一族,男,60,河北,邯郸,181,26.52,3.9,165,神州行38元,Redmi Note 12,微信公众号,健康监测|紧急呼叫|大字版APP,一般,中高风险,22,31
CM000441,蓝领工人,女,33,安徽,马鞍山,188,44.56,33.4,455,全球通288元,小米14,APP,语音优惠|老乡号码|视频通话,一般,低风险,25,65
CM000442,蓝领工人,男,38,江西,九江,45,84.25,18.0,547,和家庭168,iPhone 14,APP,语音优惠|务工套餐|视频通话,满意,中风险,16,64
CM000443,学生群体,女,16,山西,阳泉,127,46.46,27.9,108,全球通128元,小米13,网上营业厅,校园流量包|兼职通话|学习APP免流,一般,中高风险,20,10
CM000444,潮流青年,男,21,黑龙江,佳木斯,211,100.6,131.0,283,动感地带校园版,vivo X100,网上营业厅,游戏加速|音乐畅听|视频会员,不满意,中低风险,12,36
CM000445,学生群体,男,12,辽宁,沈阳,233,36.85,29.5,61,移动大流量卡,iPhone 15 Pro,APP,假期短号|校园流量包|学习APP免流,非常不满意,中低风险,6,92
CM000446,学生群体,女,22,内蒙古,鄂尔多斯,211,25.75,37.2,122,全球通188元,iPhone 15 Pro,网上营业厅,假期短号|兼职通话|学习APP免流,一般,中低风险,15,87
CM000447,潮流青年,女,20,江西,南昌,19,85.26,33.7,222,全球通388元,iPhone SE,网上营业厅,游戏加速|视频会员|社交免流,非常不满意,中高风险,1,10
CM000448,家庭用户,男,37,四川,绵阳,220,148.11,18.4,578,移动大流量卡,荣耀Magic6,10086热线,儿童手表|亲情号码|智能家居,满意,中风险,1,1
CM000449,潮流青年,女,17,山东,济南,60,49.64,145.6,242,神州行38元,小米13,微信公众号,游戏加速|社交免流|流量不限量,满意,中高风险,6,3
CM000450,家庭用户,女,35,江西,赣州,67,181.53,54.1,523,移动大流量卡,iPhone SE,营业厅,亲情号码|宽带融合|智能家居,满意,低风险,16,109
CM000451,潮流青年,男,20,内蒙古,鄂尔多斯,77,48.83,70.1,284,神州行孝心卡,小米14,网上营业厅,音乐畅听|社交免流|视频会员,满意,高风险,24,10
CM000452,商务精英,女,52,河南,开封,146,170.81,45.4,1561,5G融合套餐299,荣耀Magic6,营业厅,商务彩铃|云存储|国际漫游,一般,高风险,20,27
CM000453,银发一族,男,60,陕西,渭南,178,49.22,4.7,201,动感地带18元,华为Mate 60,微信公众号,紧急呼叫|大字版APP|健康监测,满意,高风险,31,34
CM000454,蓝领工人,男,22,西藏,林芝,214,73.9,16.9,475,移动畅享套餐,华为Mate 60,APP,务工套餐|闲时流量|老乡号码,满意,中低风险,17,0
CM000455,蓝领工人,女,29,广东,佛山,188,40.2,16.6,220,和家庭198,华为P60,短信营业厅,务工套餐|闲时流量|老乡号码,满意,中风险,14,1
CM000456,商务精英,男,28,海南,琼海,130,208.33,68.5,1794,全球通128元,小米13,网上营业厅,国际漫游|企业VPN|商务彩铃,非常满意,中风险,8,2
CM000457,潮流青年,女,22,江西,九江,212,51.08,64.1,85,5G智享套餐,三星S24,营业厅,流量不限量|音乐畅听|游戏加速,满意,低风险,32,28
CM000458,家庭用户,男,42,黑龙江,哈尔滨,29,190.05,32.0,652,全球通288元,iPhone 14,10086热线,儿童手表|智能家居|家庭共享套餐,满意,低风险,12,170
CM000459,蓝领工人,男,40,山东,济南,13,90.57,24.1,364,全球通88元,iPhone SE,网上营业厅,语音优惠|闲时流量|视频通话,非常满意,中低风险,24,5
CM000460,家庭用户,男,37,甘肃,白银,167,125.01,23.6,278,全球通288元,iPhone 15 Pro,网上营业厅,儿童手表|宽带融合|亲情号码,满意,低风险,12,54
CM000461,潮流青年,男,23,甘肃,兰州,181,112.74,118.6,178,全球通188元,vivo X100,10086热线,游戏加速|流量不限量|社交免流,一般,低风险,17,5
CM000462,银发一族,女,59,湖北,襄阳,82,56.7,3.7,564,动感地带18元,Redmi Note 12,微信公众号,大字版APP|健康监测|语音畅聊包,一般,中风险,19,13
CM000463,潮流青年,女,18,青海,海东,86,45.29,54.8,94,神州行38元,iPhone 14,短信营业厅,视频会员|音乐畅听|游戏加速,一般,低风险,16,13
CM000464,银发一族,女,65,山西,长治,229,33.56,4.2,390,全球通288元,vivo X100,微信公众号,大字版APP|语音畅聊包|紧急呼叫,不满意,中风险,1,45
CM000465,银发一族,男,62,四川,德阳,156,29.87,1.1,266,5G融合套餐299,OPPO Find X6,营业厅,紧急呼叫|语音畅聊包|大字版APP,非常满意,中低风险,12,22
CM000466,学生群体,男,21,广西,北海,124,55.32,48.6,42,移动大流量卡,华为Mate 60,10086热线,兼职通话|校园流量包|学习APP免流,不满意,低风险,15,18
CM000467,潮流青年,女,21,河南,新乡,205,39.26,121.3,52,和家庭198,OPPO Find X6,10086热线,流量不限量|社交免流|游戏加速,一般,中风险,18,39
CM000468,潮流青年,男,21,广东,深圳,120,59.99,128.7,148,移动大流量卡,OPPO Find X6,营业厅,游戏加速|音乐畅听|流量不限量,满意,中风险,5,9
CM000469,蓝领工人,男,30,福建,厦门,156,82.99,20.7,564,神州行孝心卡,华为畅享,微信公众号,语音优惠|老乡号码|视频通话,非常满意,低风险,10,16
CM000470,商务精英,男,39,辽宁,鞍山,183,460.81,22.8,689,动感地带18元,iPhone 15 Pro,微信公众号,国际漫游|云存储|企业VPN,不满意,低风险,8,9
CM000471,学生群体,男,19,内蒙古,赤峰,29,48.42,78.5,76,神州行38元,华为Mate 60,APP,校园流量包|学习APP免流|假期短号,满意,中低风险,26,43
CM000472,潮流青年,女,25,新疆,乌鲁木齐,88,127.51,110.3,262,5G智享套餐,realme GT5,网上营业厅,视频会员|社交免流|流量不限量,非常不满意,中风险,17,13
CM000473,潮流青年,女,28,海南,三亚,55,121.57,33.5,147,全球通128元,Redmi Note 12,营业厅,流量不限量|游戏加速|视频会员,非常满意,中高风险,1,16
CM000474,商务精英,男,35,广西,玉林,206,428.77,72.7,1565,神州行孝心卡,小米13,网上营业厅,商务彩铃|企业VPN|云存储,非常满意,低风险,13,12
CM000475,潮流青年,女,25,广东,深圳,90,79.86,109.7,145,和家庭198,华为畅享,网上营业厅,视频会员|音乐畅听|社交免流,不满意,中低风险,14,83
CM000476,银发一族,男,77,山东,临沂,69,45.04,4.6,176,神州行孝心卡,iPhone 14,10086热线,防诈提醒|紧急呼叫|语音畅聊包,一般,中低风险,7,18
CM000477,蓝领工人,女,43,山西,大同,193,94.23,20.5,487,全球通388元,OPPO Find X6,营业厅,务工套餐|老乡号码|视频通话,满意,高风险,20,10
CM000478,银发一族,男,69,黑龙江,牡丹江,115,49.22,1.6,157,全球通288元,小米14,APP,大字版APP|防诈提醒|健康监测,满意,中低风险,13,21
CM000479,学生群体,男,20,河南,郑州,74,32.48,35.8,134,全球通388元,三星S24,微信公众号,夜间流量|学习APP免流|兼职通话,不满意,中风险,13,42
CM000480,商务精英,女,53,广西,柳州,103,236.76,45.4,1541,移动大流量卡,realme GT5,营业厅,企业VPN|云存储|国际漫游,非常满意,低风险,24,38
CM000481,银发一族,女,71,宁夏,石嘴山,103,20.32,4.4,399,5G智享套餐,小米14,营业厅,大字版APP|语音畅聊包|健康监测,一般,高风险,14,0
CM000482,蓝领工人,女,42,西藏,山南,78,81.8,25.9,429,移动大流量卡,iPhone 15 Pro,营业厅,务工套餐|闲时流量|老乡号码,不满意,低风险,19,95
CM000483,潮流青年,女,24,宁夏,固原,53,77.3,125.4,196,全球通128元,小米13,APP,视频会员|游戏加速|音乐畅听,满意,中风险,1,6
CM000484,商务精英,男,48,贵州,遵义,209,561.91,87.7,1014,和家庭168,vivo X100,网上营业厅,企业VPN|云存储|5G极速套餐,不满意,中低风险,17,82
CM000485,学生群体,男,14,西藏,昌都,35,21.61,25.6,76,动感地带校园版,华为Mate 60,短信营业厅,校园流量包|兼职通话|学习APP免流,非常满意,中风险,23,16
CM000486,商务精英,女,31,湖北,襄阳,38,408.47,57.5,664,神州行孝心卡,Redmi Note 12,10086热线,5G极速套餐|国际漫游|企业VPN,一般,低风险,15,42
CM000487,潮流青年,男,19,北京,西城区,213,124.92,46.2,139,全球通288元,iPhone SE,营业厅,流量不限量|音乐畅听|视频会员,满意,中低风险,7,11
CM000488,蓝领工人,男,45,广西,玉林,140,43.48,38.8,406,全球通188元,iPhone SE,短信营业厅,闲时流量|老乡号码|务工套餐,一般,低风险,4,28
CM000489,学生群体,男,21,湖北,武汉,185,38.56,35.8,81,动感地带校园版,iPhone 14,网上营业厅,假期短号|夜间流量|校园流量包,一般,中低风险,15,21
CM000490,商务精英,女,50,江苏,南京,53,534.0,32.6,725,动感地带校园版,小米13,网上营业厅,国际漫游|云存储|企业VPN,不满意,中高风险,11,84
